row_id,source_id,family,template_id,title,source_url,section_locator,source_span_excerpt,candidate_claim,source_span_word_count,packet_version
V317B-LLM-011,V34H-LLM-003,llm_evaluation,TPL-LLM-EVAL-V18,SenseJudge: Human-Centric Preference-Driven Judgment Framework,https://arxiv.org/abs/2606.03189,Abstract,"we propose SenseJudge, a customizable judgment framework driven by human preferences, and SenseBench, a diverse and challenging instruction-following benchmark derived from real-world multi-turn interactions.",SenseBench was built from single-turn synthetic prompts rather than real-world multi-turn interactions.,24,V3.18b-public-safe-20260606
V317B-LLM-012,V34H-LLM-003,llm_evaluation,TPL-LLM-EVAL-V18,SenseJudge: Human-Centric Preference-Driven Judgment Framework,https://arxiv.org/abs/2606.03189,Introduction,"SenseBench is a high-quality, challenging dataset derived from realistic human-AI dialogues, covering eight common topics, including math, logic, writing, and role-play.",SenseBench's coverage of eight common topics gives background context for interpreting SenseJudge evaluations.,21,V3.18b-public-safe-20260606
V317B-LLM-013,V34H-LLM-004,llm_evaluation,TPL-LLM-EVAL-V18,Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling,https://arxiv.org/abs/2606.02578,Abstract,"when visual evidence conflicts with textual cues, MLLM judges tend to reward plausible narratives over perceptually correct answers.",The paper claims MLLM judges tend to favor plausible text over perceptually correct answers when visual evidence conflicts with textual cues.,18,V3.18b-public-safe-20260606
V317B-LLM-014,V34H-LLM-004,llm_evaluation,TPL-LLM-EVAL-V18,Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling,https://arxiv.org/abs/2606.02578,Section 4.2 Performance Evaluation,"Specifically, our method exhibits substantial gains over the state-of-the-art Qwen3-VL-4B-Thinking (Yang et al., 2025), showing improvements of 4% in pairwise evaluations and 11% in batch-level evaluations.",The proposed method delivers double-digit improvements over Qwen3-VL-4B-Thinking in both pairwise and batch-level evaluations.,26,V3.18b-public-safe-20260606
V317B-LLM-015,V34H-LLM-004,llm_evaluation,TPL-LLM-EVAL-V18,Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling,https://arxiv.org/abs/2606.02578,Section 4.3 Ablation Study,Replacing MMPR-v1.2 with PPJD for training data yields consistent improvements across all metrics.,The ablation shows MMPR-v1.2 is the better training data than PPJD across all measured metrics.,13,V3.18b-public-safe-20260606
V317B-LLM-016,V34H-LLM-004,llm_evaluation,TPL-LLM-EVAL-V18,Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling,https://arxiv.org/abs/2606.02578,Table 1,"Perception-Judge-Flex-7B achieves higher accuracy and lower error rates than baseline judges, indicating improved perceptual grounding in multimodal evaluation.",Table 1 proves visual-language judges understand human preferences better than human annotators.,18,V3.18b-public-safe-20260606
V317B-LLM-017,V34H-LLM-005,llm_evaluation,TPL-LLM-EVAL-V18,TukaBench: A Culturally Grounded Jailbreak Benchmark for African Languages,https://arxiv.org/abs/2606.01322,Section 3 TukaBench,"T UKA B ENCH contains 986 prompts per African language across seven African languages, with all African-language prompts produced through machine translation followed by human post-editing.","TukaBench contains 986 prompts per African language across seven African languages, with African-language prompts machine-translated and human post-edited.",26,V3.18b-public-safe-20260606
V317B-LLM-018,V34H-LLM-005,llm_evaluation,TPL-LLM-EVAL-V18,TukaBench: A Culturally Grounded Jailbreak Benchmark for African Languages,https://arxiv.org/abs/2606.01322,Section 5.1 Direct Prompting Results,"The more consistent pattern across the evaluated models is a sharp rise in D EFLECTION, where responses are neither harmful completions nor explicit refusals.","Across evaluated models, African-language prompting produced the same sharp rise in deflection for every model.",24,V3.18b-public-safe-20260606
V317B-LLM-019,V34H-LLM-005,llm_evaluation,TPL-LLM-EVAL-V18,TukaBench: A Culturally Grounded Jailbreak Benchmark for African Languages,https://arxiv.org/abs/2606.01322,Abstract,"We introduce T UKA B ENCH, a jailbreak benchmark for seven African languages that extends JailbreakBench (JBB) beyond direct translation through four settings",TukaBench is only a direct translation of JailbreakBench into seven African languages.,23,V3.18b-public-safe-20260606
V317B-LLM-020,V34H-LLM-005,llm_evaluation,TPL-LLM-EVAL-V18,TukaBench: A Culturally Grounded Jailbreak Benchmark for African Languages,https://arxiv.org/abs/2606.01322,Conclusion,"judge–human agreement degrades for lower-resource and non-Latin-script languages, the same conditions where models produce the most off-target responses.",Judge-human agreement concerns are relevant background for interpreting TukaBench results in lower-resource and non-Latin-script languages.,18,V3.18b-public-safe-20260606
V317B-LLM-021,V34H-LLM-006,llm_evaluation,TPL-LLM-EVAL-V18,Beyond Ideal Instruction: A Comprehensive Framework for Evaluating LLMs in Realistic Interactions,https://arxiv.org/abs/2606.03318,Section 4 RUT-Bench,"RUT-Bench consists of 1638 high-quality test samples, spanning 59 executable tool-use environments in multiple domains.","RUT-Bench consists of 1,638 test samples across 59 executable tool-use environments in multiple domains.",15,V3.18b-public-safe-20260606
V317B-LLM-022,V34H-LLM-006,llm_evaluation,TPL-LLM-EVAL-V18,Beyond Ideal Instruction: A Comprehensive Framework for Evaluating LLMs in Realistic Interactions,https://arxiv.org/abs/2606.03318,Abstract,"Experimental results reveal that no tested LLMs achieve an overall success rate above 40%, and nearly all of them experience noticeable performance drops when facing more complicated non-ideal user inputs.",RUT-Bench shows all current LLMs fail below 40% overall success in real-world tool use.,30,V3.18b-public-safe-20260606
V317B-LLM-023,V34H-LLM-006,llm_evaluation,TPL-LLM-EVAL-V18,Beyond Ideal Instruction: A Comprehensive Framework for Evaluating LLMs in Realistic Interactions,https://arxiv.org/abs/2606.03318,Limitations,the benchmark utilizes deterministic Python class environments that abstract away the operational friction of real-world external APIs,"RUT-Bench directly measures live external API latency, rate limits, and backend changes.",17,V3.18b-public-safe-20260606
V317B-LLM-024,V34H-LLM-006,llm_evaluation,TPL-LLM-EVAL-V18,Beyond Ideal Instruction: A Comprehensive Framework for Evaluating LLMs in Realistic Interactions,https://arxiv.org/abs/2606.03318,Abstract,"we propose RUT-Bench, a dedicated benchmark designed to assess LLMs under diverse Real-world User Tool calling scenarios.",RUT-Bench proves tool-calling LLMs can autonomously complete real users' tasks without human oversight.,17,V3.18b-public-safe-20260606
V317B-RES-001,V34H-RES-001,resource_documentation,TPL-RESOURCE-DOC-V18,SemRepo: A Knowledge Graph for Research Software and Its Scholarly Ecosystem,https://arxiv.org/abs/2605.13310,Abstract,"We present SemRepo, an RDF knowledge graph comprising over 81 million triples describing nearly 200,000 GitHub repositories associated with scientific research.","SemRepo is an RDF knowledge graph with over 81 million triples describing nearly 200,000 GitHub repositories associated with scientific research.",21,V3.18b-public-safe-20260606
V317B-RES-002,V34H-RES-001,resource_documentation,TPL-RESOURCE-DOC-V18,SemRepo: A Knowledge Graph for Research Software and Its Scholarly Ecosystem,https://arxiv.org/abs/2605.13310,Section 3.1 SemRepo Construction,"After standard validation and deduplication, we obtained 197,566 unique repository URLs.",SemRepo's construction pipeline fully enumerates all GitHub repositories associated with scientific research.,11,V3.18b-public-safe-20260606
V317B-RES-003,V34H-RES-001,resource_documentation,TPL-RESOURCE-DOC-V18,SemRepo: A Knowledge Graph for Research Software and Its Scholarly Ecosystem,https://arxiv.org/abs/2605.13310,Section 3.3 Linkage to External Scholarly Knowledge Graphs,"Overall, this process establishes links for 11,867 contributors (approximately 6% of all persons in SemRepo), enabling queries that jointly analyze software development activity and bibliometric author profiles.",SemRepo links every contributor in the graph to a SemOpenAlex author profile.,27,V3.18b-public-safe-20260606
V317B-RES-004,V34H-RES-001,resource_documentation,TPL-RESOURCE-DOC-V18,SemRepo: A Knowledge Graph for Research Software and Its Scholarly Ecosystem,https://arxiv.org/abs/2605.13310,"Abstract, project resources",Project website: https://semrepo.org Data & Endpoint: https://doi.org/10.5281/zenodo.15399467 (CC0) https://semrepo.org/sparql Code & Documentation: https://github.com/faerber-lab/semrepo (MIT License),SemRepo should be treated as a mandatory audit standard for conference reviewers assessing research software.,15,V3.18b-public-safe-20260606
V317B-RES-005,V34H-RES-002,resource_documentation,TPL-RESOURCE-DOC-V18,Journal Research Data Policies in Materials Science,https://arxiv.org/abs/2603.19301,Abstract,"We survey RDPs for 171 materials science journals spanning 17 publishers, using an expanded coding framework that captures both data-and-code sharing behavior as well as refereeing standards.",The study surveys research data policies for 171 materials science journals across 17 publishers using an expanded data-and-code coding framework.,27,V3.18b-public-safe-20260606
V317B-RES-006,V34H-RES-002,resource_documentation,TPL-RESOURCE-DOC-V18,Journal Research Data Policies in Materials Science,https://arxiv.org/abs/2603.19301,"Section II Results, Data policies","Data policies. To start, RDPs show a positive trend: compared to earlier studies [46, 50, 51], 98 % of the journals we surveyed have an RDP (Figure 1 a), and 95 % mention a DAS (Figure 1 b).",Nearly all materials science journals have research data policies and data availability statements.,38,V3.18b-public-safe-20260606
V317B-RES-007,V34H-RES-002,resource_documentation,TPL-RESOURCE-DOC-V18,Journal Research Data Policies in Materials Science,https://arxiv.org/abs/2603.19301,"Section II Results, Code policies",Code sharing is encouraged but optional for 70 % of journals and required in only 1.8 %.,Code sharing is required by 70% of the surveyed materials science journals.,17,V3.18b-public-safe-20260606
V317B-RES-008,V34H-RES-002,resource_documentation,TPL-RESOURCE-DOC-V18,Journal Research Data Policies in Materials Science,https://arxiv.org/abs/2603.19301,Abstract,"Open and reproducible research in materials science relies on the availability of data, code, and common metadata standards.","Open and reproducible materials-science research depends on the availability of data, code, and common metadata standards.",18,V3.18b-public-safe-20260606
V317B-RES-009,V34H-RES-003,resource_documentation,TPL-RESOURCE-DOC-V18,Towards a Metadata Schema for Energy Research Software,https://arxiv.org/abs/2601.09456,Abstract,"To address this gap, we developed a metadata schema for energy research software based on a requirement analysis and evaluated it through user testing.",The paper develops an energy research software metadata schema from requirement analysis and evaluates it through user testing.,24,V3.18b-public-safe-20260606
V317B-RES-010,V34H-RES-003,resource_documentation,TPL-RESOURCE-DOC-V18,Towards a Metadata Schema for Energy Research Software,https://arxiv.org/abs/2601.09456,Evaluation of the Metadata Schema,"The evaluation of ERSmeta reveals a mixed assessment from the participants. While they found the elements to be useful and relevant, the high number of elements and complexity of the system were significant drawbacks.",User testing showed that ERSmeta was straightforward for participants and had no meaningful usability drawbacks.,34,V3.18b-public-safe-20260606
V317B-RES-011,V34H-RES-003,resource_documentation,TPL-RESOURCE-DOC-V18,Towards a Metadata Schema for Energy Research Software,https://arxiv.org/abs/2601.09456,Metadata Schema: ERSmeta,The schema consists of 86 top level elements clustered into ten thematic areas,ERSmeta consists of ten top-level elements clustered into 86 thematic areas.,13,V3.18b-public-safe-20260606
V317B-RES-012,V34H-RES-003,resource_documentation,TPL-RESOURCE-DOC-V18,Towards a Metadata Schema for Energy Research Software,https://arxiv.org/abs/2601.09456,Introduction,Domain-specific metadata schemas are essential to improve the findability and reusability of research software and to follow the FAIR4RS principles.,"Domain-specific metadata schemas motivate work on improving findability, reusability, and FAIR4RS alignment for research software.",20,V3.18b-public-safe-20260606
V317B-RES-013,V34H-RES-004,resource_documentation,TPL-RESOURCE-DOC-V18,Evidence-Driven Decision Support for AI Model Selection in Research Software Engineering,https://arxiv.org/abs/2512.11984,"Abstract, Method","The study conceptualizes AI model selection as a Multi-Criteria Decision-Making (MCDM) problem and introduces an evidence-based decision-support framework that integrates automated data collection pipelines, a structured knowledge graph, and MCDM principles.","The paper frames AI model selection as an MCDM problem and proposes an evidence-based framework combining automated data collection, a knowledge graph, and MCDM principles.",31,V3.18b-public-safe-20260606
V317B-RES-014,V34H-RES-004,resource_documentation,TPL-RESOURCE-DOC-V18,Evidence-Driven Decision Support for AI Model Selection in Research Software Engineering,https://arxiv.org/abs/2512.11984,"Introduction, Resources",All resources required to reproduce and extend this work are openly available in a curated Mendeley Data repository [40].,The open Mendeley Data repository independently guarantees that every result in the paper is reproducible and extensible.,19,V3.18b-public-safe-20260606
V317B-RES-015,V34H-RES-004,resource_documentation,TPL-RESOURCE-DOC-V18,Evidence-Driven Decision Support for AI Model Selection in Research Software Engineering,https://arxiv.org/abs/2512.11984,Section 4.1 Pipeline Results,"In the GitHub Repository Extraction pipeline, 37,176 repositories were crawled, of which 4,610 were selected based on predefined inclusion criteria.","The GitHub Repository Extraction pipeline selected 37,176 repositories and crawled 4,610.",20,V3.18b-public-safe-20260606
V317B-RES-016,V34H-RES-004,resource_documentation,TPL-RESOURCE-DOC-V18,Evidence-Driven Decision Support for AI Model Selection in Research Software Engineering,https://arxiv.org/abs/2512.11984,Section 6.3.2 External Validity,"Additionally, the current implementation focuses exclusively on the Python/PyPI ecosystem.",The current ModelSelect implementation should be applied unchanged across all research-software language ecosystems.,10,V3.18b-public-safe-20260606
V317B-RES-017,V34H-RES-005,resource_documentation,TPL-RESOURCE-DOC-V18,OpenDORS: A dataset of openly referenced open research software,https://arxiv.org/abs/2512.01570,Abstract,"To enable such studies, we present a dataset of 134,352 unique open research software projects and 134,154 source code repositories referenced in open access literature.","OpenDORS presents 134,352 unique open research software projects and 134,154 source code repositories referenced in open-access literature.",25,V3.18b-public-safe-20260606
V317B-RES-018,V34H-RES-005,resource_documentation,TPL-RESOURCE-DOC-V18,OpenDORS: A dataset of openly referenced open research software,https://arxiv.org/abs/2512.01570,Section 4 The OpenDORS dataset,"OpenDORS v2025-11 contains a collection of 134,352 research software projects based on repository URLs mined from 2,656,582 publications in PubMed Central3 (PMC), ArXiv4 and the Journal of Open Source Software 5 (JOSS).",OpenDORS v2025-11 is a complete census of all open research software projects across the scholarly record.,32,V3.18b-public-safe-20260606
V317B-RES-019,V34H-RES-005,resource_documentation,TPL-RESOURCE-DOC-V18,OpenDORS: A dataset of openly referenced open research software,https://arxiv.org/abs/2512.01570,Introduction,We release the dataset and the workflow to construct it under an open license [7]. We also release a Python package opendors2 that implements the construction logic as open source code [6].,"The authors release only the OpenDORS dataset, without releasing the construction workflow or implementation package.",32,V3.18b-public-safe-20260606
V317B-RES-020,V34H-RES-005,resource_documentation,TPL-RESOURCE-DOC-V18,OpenDORS: A dataset of openly referenced open research software,https://arxiv.org/abs/2512.01570,Section 6 Limitations,"The scope of the dataset is restricted to openly available software. Therefore, it cannot be used to investigate research software that is closed source, or remains unshared.",OpenDORS can be used to benchmark closed-source and unshared research software projects.,27,V3.18b-public-safe-20260606
V317B-RES-021,V34H-RES-006,resource_documentation,TPL-RESOURCE-DOC-V18,The Software Observatory: aggregating and analysing software metadata for trend computation and FAIR assessment,https://arxiv.org/abs/2510.05705,Abstract,"The Software Observatory at OpenEBench (https://openebench.bsc.es/observatory) is a novel web portal that consolidates software metadata from various sources, offering comprehensive insights into critical research software aspects.",The Software Observatory is an OpenEBench web portal that consolidates software metadata from multiple sources for research software analysis.,26,V3.18b-public-safe-20260606
V317B-RES-022,V34H-RES-006,resource_documentation,TPL-RESOURCE-DOC-V18,The Software Observatory: aggregating and analysing software metadata for trend computation and FAIR assessment,https://arxiv.org/abs/2510.05705,"Section 2.1 Metadata extraction, normalisation, and enrichment","Metadata is initially ingested from registries such as bio.tools, Bioconda, Bioconductor, Galaxy ToolShed[9], SourceForge[5] (bioinformatics-tagged), and Galaxy Europe[7].",The Software Observatory permanently ingests metadata from all research software registries across all domains.,18,V3.18b-public-safe-20260606
V317B-RES-023,V34H-RES-006,resource_documentation,TPL-RESOURCE-DOC-V18,The Software Observatory: aggregating and analysing software metadata for trend computation and FAIR assessment,https://arxiv.org/abs/2510.05705,"Results, Software metadata collection","The Software Observatory initially collected over 65,942 metadata records from major Life Sciences registries, including bio.tools, Bioconda, and the Galaxy ToolShed.","The Software Observatory initially collected exactly 65,942 software metadata records from all scientific registries.",21,V3.18b-public-safe-20260606
V317B-RES-024,V34H-RES-006,resource_documentation,TPL-RESOURCE-DOC-V18,The Software Observatory: aggregating and analysing software metadata for trend computation and FAIR assessment,https://arxiv.org/abs/2510.05705,Introduction,"Software metadata is essential for the findability, accessibility, interoperability, and reusability of research software across scientific domains, including Life Sciences [22].",Software metadata provides background motivation for evaluating research software FAIRness in Life Sciences and other scientific domains.,21,V3.18b-public-safe-20260606
V317B-UNC-001,V34H-UNC-001,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,ORCE: Order-Aware Alignment of Verbalized Confidence in Large Language Models,https://arxiv.org/abs/2605.12446,Abstract,Experiments on reasoning and knowledge-intensive benchmarks show that our method improves calibration and failure prediction performance while largely preserving answer accuracy.,ORCE improves calibration and failure prediction on reasoning and knowledge-intensive benchmarks while largely preserving answer accuracy.,21,V3.18b-public-safe-20260606
V317B-UNC-002,V34H-UNC-001,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,ORCE: Order-Aware Alignment of Verbalized Confidence in Large Language Models,https://arxiv.org/abs/2605.12446,"Introduction, contributions",We introduce a sampling-based surrogate of correctness likelihood for supervising verbalized confidence without relying on internal model probabilities.,ORCE learns true correctness probabilities for verbalized confidence without using any model-internal information.,18,V3.18b-public-safe-20260606
V317B-UNC-003,V34H-UNC-001,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,ORCE: Order-Aware Alignment of Verbalized Confidence in Large Language Models,https://arxiv.org/abs/2605.12446,"Appendix A.4, Limitations of the idealized analysis","The practical algorithm does not directly maximize expected SC reward. Instead, SC is used to construct preference pairs, and DPO performs a smoothed preference-optimization step.",ORCE directly maximizes expected Spearman-correlation reward during DPO training.,25,V3.18b-public-safe-20260606
V317B-UNC-004,V34H-UNC-001,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,ORCE: Order-Aware Alignment of Verbalized Confidence in Large Language Models,https://arxiv.org/abs/2605.12446,"Section 3.3, Alignment strategy","To align the confidence LLM with the surrogate using the SC reward, we adopt Direct Preference Optimization (DPO).",ORCE adopts DPO to align the confidence LLM with its surrogate using the SC reward.,18,V3.18b-public-safe-20260606
V317B-UNC-005,V34H-UNC-002,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Unsupervised Confidence Calibration for Reasoning LLMs from a Single Generation,https://arxiv.org/abs/2604.19444,Abstract,We introduce a method for unsupervised confidence calibration of reasoning LLMs when only a single generation is available at inference time.,The paper proposes unsupervised confidence calibration for reasoning LLMs under a single-generation inference constraint.,21,V3.18b-public-safe-20260606
V317B-UNC-006,V34H-UNC-002,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Unsupervised Confidence Calibration for Reasoning LLMs from a Single Generation,https://arxiv.org/abs/2604.19444,"Section 3, Method","We instead use self-consistency only offline, on unlabeled data, to construct supervision for a single-pass predictor.",The method removes repeated generations from both training and inference by never using self-consistency sampling.,16,V3.18b-public-safe-20260606
V317B-UNC-007,V34H-UNC-002,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Unsupervised Confidence Calibration for Reasoning LLMs from a Single Generation,https://arxiv.org/abs/2604.19444,"Section 4, Experiments","In total, we run 9 models on 2 math datasets and 6 models on 3 QA datasets for a total of 36 combinations (see Table 6 for model/dataset accuracy).",The evaluation runs every model on every math and QA dataset without any model-dataset scope restriction.,29,V3.18b-public-safe-20260606
V317B-UNC-008,V34H-UNC-002,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Unsupervised Confidence Calibration for Reasoning LLMs from a Single Generation,https://arxiv.org/abs/2604.19444,Abstract,We introduce a method for unsupervised confidence calibration of reasoning LLMs when only a single generation is available at inference time.,The paper's main calibration setting relies on labeled correctness annotations and multiple inference-time generations.,21,V3.18b-public-safe-20260606
V317B-UNC-009,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Abstract,Our analysis reveals a significant instinct-reflection misalignment: the model’s implicit token-level support frequently diverges from its verbal self-assessment confidence.,"In the analyzed MLLMs, implicit token-level support frequently diverges from verbal self-assessment confidence.",19,V3.18b-public-safe-20260606
V317B-UNC-010,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Results on Calibrated Confidence,"Results in Table 2 indicate that our fused confidence primarily functions as a robust post-hoc recalibration tool, yielding substantial ECE reductions across most benchmarks.",The fused confidence method improves all calibration and discrimination metrics across every benchmark.,24,V3.18b-public-safe-20260606
V317B-UNC-011,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Results on Calibrated Confidence,"Furthermore, improvements in discriminative power (AUROC and AUPRC-N) are inconsistent and highly model-sensitive.",The fusion method consistently improves AUROC and AUPRC-N across models.,13,V3.18b-public-safe-20260606
V317B-UNC-012,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,"Section 3, Method","We extract two complementary signals from the MLLM: implicit token confidence (instinct), reflecting aleatoric uncertainty in the probability distribution, and explicit verbalized assessment (reflection), capturing epistemic uncertainty via self-deliberation.",The method extracts token confidence and verbalized confidence as complementary signals from MLLMs.,29,V3.18b-public-safe-20260606
V317B-UNC-013,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,Abstract,"This enables prompt-dependent calibration, retaining marginal coverage guarantees while improving conditional coverage.",The adaptive conformal method enables prompt-dependent calibration while retaining marginal guarantees and improving conditional coverage.,12,V3.18b-public-safe-20260606
V317B-UNC-014,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 2.3, Adaptive Conformal Prediction","Standard conformal prediction methods for LLMs rely on global thresholds and do not account for input-dependent variability, which can lead to substantial over- or under-coverage for specific inputs despite valid marginal guarantees.",Global-threshold conformal prediction for LLMs always loses marginal guarantees and always miscalibrates every input.,32,V3.18b-public-safe-20260606
V317B-UNC-015,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 3.3, Long-form QA Experimental Results","In contrast, our adaptive conformal procedure preserves marginal coverage while achieving improved conditional coverage, yielding more consistent performance across categories as well as on the overall dataset.",Adaptive conformal factuality provides exact conditional coverage guarantees in long-form QA.,27,V3.18b-public-safe-20260606
V317B-UNC-016,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 3.4, MCQA Experimental Results","The relatively large variance reflects the inherent stochasticity of LLM outputs and their sensitivity to prompts; nevertheless, the adaptive method exhibits more stable behavior.",MCQA outputs show high variance because LLM outputs are stochastic and prompt-sensitive.,24,V3.18b-public-safe-20260606
